CUSTOMERID,APPID,OS,PROTECTEDBUILDIDENTIFIER,GEOIP_COUNTRYNAME,GEOIP_TZ,INGESTTIME_HOUR,COUNT_APPLICATIONFIRSTRUN,COUNT_ROOTINGDETECTED,COUNT_DEBUGGERDETECTED,COUNT_OVERLAYDETECTED,COUNT_APPLICATIONOPENED,COUNT_BOOTLOADERUNLOCKDETECTED,COUNT_TAMPERINGDETECTED,COUNT_HOOKINGDETECTED,COUNT_GENERICINFORMATIONUPDATE,COUNT_EMULATORDETECTED,IS_ANOMALY
CUST_002,APP_004,Windows,BUILD_006,Czech Republic,Asia/Dhaka,2024-11-18 22:00:00,7,0,0,0,3,0,0,0,5,0,0
CUST_001,APP_000,iOS,BUILD_008,Saint Vincent and the Grenadines,Asia/Tokyo,2024-11-18 15:00:00,6,0,0,0,7,0,0,0,2,1,0
CUST_002,APP_000,iOS,BUILD_008,Antarctica (the territory South of 60 deg S),Africa/Gaborone,2024-11-19 04:00:00,7,0,0,0,9,0,0,0,2,0,0
CUST_000,APP_005,iOS,BUILD_014,Antigua and Barbuda,America/Guatemala,2024-11-18 19:00:00,6,0,0,0,4,0,0,0,2,0,0
CUST_004,APP_000,iOS,BUILD_014,Ecuador,America/St_Vincent,2024-11-18 16:00:00,4,0,0,0,3,0,0,0,1,0,0
CUST_001,APP_004,Android,BUILD_013,Antarctica (the territory South of 60 deg S),Africa/Tripoli,2024-11-18 13:00:00,2,0,0,0,4,0,0,0,2,0,1
CUST_004,APP_005,Android,BUILD_011,Falkland Islands (Malvinas),Africa/Banjul,2024-11-18 14:00:00,3,0,0,0,4,0,0,0,1,0,0
CUST_001,APP_005,iOS,BUILD_006,Mayotte,Asia/Kabul,2024-11-19 03:00:00,4,0,0,0,6,0,1,0,0,0,1
CUST_001,APP_006,Windows,BUILD_008,Bouvet Island (Bouvetoya),Africa/Banjul,2024-11-19 02:00:00,7,0,0,0,3,0,0,0,4,0,0
CUST_003,APP_002,iOS,BUILD_000,Saint Pierre and Miquelon,Africa/Banjul,2024-11-18 15:00:00,4,0,0,0,10,0,0,0,1,0,0
CUST_003,APP_003,Android,BUILD_012,Northern Mariana Islands,Africa/Lome,2024-11-18 12:00:00,3,0,0,0,5,0,0,0,3,0,0
CUST_002,APP_008,Android,BUILD_005,Antigua and Barbuda,Europe/Monaco,2024-11-18 18:00:00,2,0,0,1,5,0,0,0,1,1,0
CUST_004,APP_006,Windows,BUILD_011,Benin,Europe/Minsk,2024-11-19 03:00:00,6,0,0,0,3,0,0,0,2,0,0
CUST_001,APP_009,iOS,BUILD_014,Jamaica,America/St_Vincent,2024-11-18 22:00:00,3,0,0,0,2,0,0,0,2,0,0
CUST_002,APP_002,Android,BUILD_012,Czech Republic,Africa/Mogadishu,2024-11-19 05:00:00,5,0,0,0,7,0,0,0,1,0,0
CUST_000,APP_002,Android,BUILD_008,Ecuador,Europe/Luxembourg,2024-11-19 09:00:00,9,0,0,0,5,0,0,0,2,0,0
CUST_001,APP_002,iOS,BUILD_009,Uganda,Indian/Mauritius,2024-11-19 06:00:00,6,0,0,0,4,0,0,0,0,0,0
CUST_000,APP_001,iOS,BUILD_010,Saint Pierre and Miquelon,Africa/Banjul,2024-11-19 07:00:00,6,0,0,0,6,0,0,1,2,0,0
CUST_002,APP_009,Windows,BUILD_014,Nauru,Africa/Khartoum,2024-11-19 02:00:00,9,0,0,0,5,0,0,0,1,0,0
CUST_003,APP_006,Windows,BUILD_001,Antarctica (the territory South of 60 deg S),Asia/Aden,2024-11-19 08:00:00,4,0,0,0,4,0,0,0,1,0,0
CUST_002,APP_009,Windows,BUILD_001,Ecuador,Europe/Malta,2024-11-18 15:00:00,9,0,0,0,7,0,0,0,0,0,0
CUST_000,APP_003,iOS,BUILD_012,Antarctica (the territory South of 60 deg S),Africa/Gaborone,2024-11-18 21:00:00,2,0,0,0,4,0,0,0,3,0,0
CUST_001,APP_007,iOS,BUILD_003,Nauru,Africa/Gaborone,2024-11-18 16:00:00,10,0,0,0,2,0,1,0,1,0,0
CUST_004,APP_009,Windows,BUILD_010,Bermuda,Africa/Tripoli,2024-11-18 21:00:00,6,0,0,0,3,0,0,0,2,0,0
CUST_002,APP_002,Android,BUILD_010,Jamaica,Africa/Mogadishu,2024-11-19 03:00:00,9,0,0,0,8,0,0,0,1,0,0
CUST_001,APP_003,Android,BUILD_005,Burundi,Africa/Khartoum,2024-11-18 13:00:00,4,0,0,0,5,0,0,0,5,0,0
CUST_003,APP_007,iOS,BUILD_002,Saint Pierre and Miquelon,Europe/Luxembourg,2024-11-18 16:00:00,1,0,0,0,6,0,0,0,1,0,0
CUST_003,APP_004,Android,BUILD_010,Bouvet Island (Bouvetoya),Europe/Riga,2024-11-18 20:00:00,6,0,0,0,2,0,0,0,4,1,0
CUST_003,APP_007,iOS,BUILD_009,Bosnia and Herzegovina,Africa/Mogadishu,2024-11-19 05:00:00,8,1,0,0,3,0,0,0,1,0,0
CUST_001,APP_004,Windows,BUILD_000,Uganda,Europe/Luxembourg,2024-11-19 01:00:00,6,0,0,0,3,0,0,0,0,0,0
CUST_002,APP_000,iOS,BUILD_009,Burundi,Europe/Riga,2024-11-19 11:00:00,2,0,0,0,7,0,0,0,3,0,0
CUST_001,APP_007,iOS,BUILD_010,Czech Republic,Europe/Berlin,2024-11-19 07:00:00,3,0,0,0,5,0,0,0,3,0,0
CUST_001,APP_004,iOS,BUILD_010,Uganda,Asia/Aden,2024-11-19 10:00:00,5,0,0,0,2,0,0,0,2,0,0
CUST_004,APP_008,Android,BUILD_010,Bouvet Island (Bouvetoya),Europe/Luxembourg,2024-11-18 18:00:00,3,0,0,1,2,0,1,0,3,0,0
CUST_004,APP_002,iOS,BUILD_006,Falkland Islands (Malvinas),Africa/Gaborone,2024-11-19 11:00:00,3,0,0,0,7,0,0,0,2,0,0
CUST_002,APP_001,Android,BUILD_012,Antarctica (the territory South of 60 deg S),Africa/Conakry,2024-11-19 06:00:00,5,0,0,0,8,0,0,0,2,0,0
CUST_004,APP_007,Windows,BUILD_005,Jamaica,America/Guatemala,2024-11-19 08:00:00,6,0,0,0,4,0,0,0,1,0,0
CUST_003,APP_005,Windows,BUILD_012,Nauru,Europe/Berlin,2024-11-19 02:00:00,5,0,0,0,4,0,0,0,2,0,0
CUST_004,APP_009,Android,BUILD_006,Bermuda,Africa/Mogadishu,2024-11-19 03:00:00,3,0,0,0,4,0,0,0,3,0,0
CUST_003,APP_004,iOS,BUILD_001,Czech Republic,Africa/Khartoum,2024-11-19 07:00:00,5,0,0,0,3,0,0,1,1,0,0
CUST_002,APP_006,Windows,BUILD_000,Bosnia and Herzegovina,America/Guatemala,2024-11-18 13:00:00,3,0,0,1,4,0,0,0,2,0,0
CUST_001,APP_004,iOS,BUILD_001,Anguilla,Europe/Riga,2024-11-18 21:00:00,3,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_007,Android,BUILD_004,Czech Republic,Asia/Dushanbe,2024-11-18 12:00:00,6,0,0,0,5,0,0,1,2,0,0
CUST_004,APP_004,iOS,BUILD_003,Czech Republic,Africa/Tripoli,2024-11-19 11:00:00,5,0,0,0,5,0,0,0,2,0,0
CUST_003,APP_003,Windows,BUILD_008,Bouvet Island (Bouvetoya),Africa/Lome,2024-11-19 04:00:00,6,0,0,0,3,0,0,0,1,0,0
CUST_000,APP_006,iOS,BUILD_011,Ecuador,Africa/Conakry,2024-11-19 09:00:00,2,0,0,0,6,0,1,0,2,0,0
CUST_000,APP_007,Windows,BUILD_008,Falkland Islands (Malvinas),Indian/Mauritius,2024-11-19 07:00:00,4,0,0,0,4,0,0,0,0,0,0
CUST_000,APP_001,iOS,BUILD_008,Czech Republic,Europe/Minsk,2024-11-19 11:00:00,7,0,0,0,2,0,0,0,3,0,0
CUST_001,APP_003,Windows,BUILD_009,Bermuda,Africa/Khartoum,2024-11-18 20:00:00,6,0,0,1,5,0,0,0,3,0,0
CUST_001,APP_006,Windows,BUILD_011,Saint Pierre and Miquelon,Africa/Khartoum,2024-11-19 05:00:00,5,0,1,0,7,0,0,0,1,0,0
CUST_003,APP_009,Windows,BUILD_009,Nauru,Europe/Minsk,2024-11-19 01:00:00,4,0,0,0,8,0,0,0,3,0,0
CUST_004,APP_005,Android,BUILD_003,Bosnia and Herzegovina,Europe/Malta,2024-11-18 22:00:00,3,0,0,0,0,0,0,0,6,0,0
CUST_000,APP_009,Android,BUILD_007,Bosnia and Herzegovina,Asia/Tokyo,2024-11-19 02:00:00,3,0,0,0,5,0,0,0,4,0,0
CUST_003,APP_004,Android,BUILD_005,Czech Republic,Africa/Gaborone,2024-11-18 20:00:00,7,0,0,0,4,0,0,0,1,0,0
CUST_003,APP_004,iOS,BUILD_006,Bermuda,Africa/Khartoum,2024-11-19 00:00:00,7,0,0,0,6,0,0,0,1,0,0
CUST_004,APP_000,iOS,BUILD_007,Burundi,Europe/Istanbul,2024-11-18 21:00:00,6,0,0,0,4,0,0,0,0,0,0
CUST_003,APP_006,iOS,BUILD_012,Nauru,Africa/Casablanca,2024-11-18 13:00:00,6,0,0,0,7,0,0,0,0,0,0
CUST_004,APP_004,Windows,BUILD_010,Bermuda,Asia/Tokyo,2024-11-19 10:00:00,7,1,0,0,2,0,0,0,2,0,0
CUST_002,APP_000,iOS,BUILD_009,Uganda,Europe/Berlin,2024-11-19 01:00:00,8,0,0,0,3,0,0,0,1,0,0
CUST_004,APP_009,Android,BUILD_011,Nauru,Asia/Dhaka,2024-11-19 09:00:00,6,0,0,1,3,0,0,0,2,0,0
CUST_000,APP_000,Android,BUILD_008,Bermuda,Africa/Lome,2024-11-19 07:00:00,3,0,0,0,5,0,0,0,5,0,0
CUST_000,APP_009,Windows,BUILD_002,Bermuda,Africa/Mogadishu,2024-11-19 10:00:00,7,0,0,0,6,0,0,0,5,0,0
CUST_004,APP_007,Windows,BUILD_005,Northern Mariana Islands,Asia/Dhaka,2024-11-19 03:00:00,5,0,0,0,9,0,0,0,2,0,0
CUST_002,APP_004,iOS,BUILD_000,Bermuda,Europe/Berlin,2024-11-18 23:00:00,5,0,0,0,6,0,1,0,3,0,0
CUST_002,APP_003,Windows,BUILD_007,Benin,Indian/Mauritius,2024-11-19 09:00:00,7,1,0,0,7,0,0,0,2,0,0
CUST_000,APP_009,Android,BUILD_001,Antarctica (the territory South of 60 deg S),Africa/Tripoli,2024-11-18 18:00:00,4,0,0,0,2,0,0,0,2,0,0
CUST_002,APP_005,Android,BUILD_004,Ecuador,Asia/Dhaka,2024-11-18 20:00:00,9,0,0,0,2,0,0,0,0,0,0
CUST_003,APP_003,Android,BUILD_006,Saint Vincent and the Grenadines,Europe/Riga,2024-11-19 06:00:00,4,0,0,0,8,0,0,0,2,0,0
CUST_001,APP_003,Android,BUILD_014,Bosnia and Herzegovina,Asia/Aden,2024-11-19 05:00:00,5,0,0,0,8,0,0,0,1,0,0
CUST_003,APP_009,Windows,BUILD_001,Antarctica (the territory South of 60 deg S),Africa/Gaborone,2024-11-19 03:00:00,2,0,0,0,8,0,0,0,4,0,0
CUST_000,APP_004,iOS,BUILD_001,Falkland Islands (Malvinas),Africa/Tripoli,2024-11-18 23:00:00,6,1,0,0,7,0,0,0,0,1,0
CUST_002,APP_002,iOS,BUILD_013,Mayotte,Africa/Mogadishu,2024-11-19 11:00:00,3,0,0,0,6,0,0,0,4,0,0
CUST_004,APP_001,Windows,BUILD_011,Falkland Islands (Malvinas),America/Guatemala,2024-11-19 08:00:00,6,0,0,0,2,0,0,0,6,0,0
CUST_001,APP_000,iOS,BUILD_002,Czech Republic,Africa/Dar_es_Salaam,2024-11-18 13:00:00,2,0,0,0,7,0,0,0,3,0,0
CUST_004,APP_004,Android,BUILD_005,Czech Republic,Africa/Khartoum,2024-11-19 04:00:00,3,0,0,0,6,0,0,0,2,0,0
CUST_000,APP_007,Windows,BUILD_004,Uganda,America/Guatemala,2024-11-18 23:00:00,5,0,0,0,5,0,0,0,2,0,0
CUST_002,APP_000,Windows,BUILD_005,Jamaica,Europe/Istanbul,2024-11-18 21:00:00,3,0,0,0,6,0,0,0,1,0,0
CUST_004,APP_009,Android,BUILD_007,Antarctica (the territory South of 60 deg S),Europe/Minsk,2024-11-19 04:00:00,4,0,0,0,4,0,0,0,2,0,0
CUST_004,APP_005,iOS,BUILD_012,Uganda,Africa/Conakry,2024-11-18 12:00:00,5,0,0,0,4,0,0,0,2,1,0
CUST_001,APP_002,Windows,BUILD_003,Burundi,Africa/Khartoum,2024-11-19 10:00:00,6,0,0,1,4,0,0,0,2,0,0
CUST_001,APP_001,iOS,BUILD_008,Benin,Asia/Kabul,2024-11-19 05:00:00,3,0,0,0,5,0,0,0,2,0,0
CUST_002,APP_004,Android,BUILD_007,Northern Mariana Islands,Africa/Banjul,2024-11-18 21:00:00,3,0,0,0,4,1,0,0,3,0,0
CUST_001,APP_005,iOS,BUILD_005,Burundi,Asia/Aden,2024-11-18 12:00:00,4,0,0,0,7,0,0,0,2,0,0
CUST_004,APP_006,Windows,BUILD_007,Bosnia and Herzegovina,America/St_Vincent,2024-11-19 08:00:00,5,0,0,0,2,0,0,0,1,0,0
CUST_004,APP_002,Windows,BUILD_001,Burundi,Europe/Riga,2024-11-18 19:00:00,4,0,0,1,4,0,0,1,2,0,0
CUST_000,APP_003,iOS,BUILD_007,Falkland Islands (Malvinas),America/St_Vincent,2024-11-18 14:00:00,2,0,0,0,1,0,0,1,2,0,0
CUST_004,APP_002,Windows,BUILD_011,Uganda,Africa/Dar_es_Salaam,2024-11-19 05:00:00,6,0,0,0,6,0,0,0,3,0,0
CUST_002,APP_008,iOS,BUILD_011,Northern Mariana Islands,Africa/Khartoum,2024-11-18 20:00:00,6,0,0,0,1,0,0,0,2,0,0
CUST_003,APP_005,Windows,BUILD_007,Bermuda,America/St_Vincent,2024-11-18 23:00:00,8,0,0,0,6,0,0,0,3,0,0
CUST_000,APP_008,Windows,BUILD_005,Northern Mariana Islands,Africa/Lome,2024-11-18 14:00:00,1,0,0,0,6,0,0,0,1,0,0
CUST_000,APP_008,Windows,BUILD_001,Anguilla,Asia/Dhaka,2024-11-19 02:00:00,6,0,0,0,0,0,0,0,3,0,0
CUST_002,APP_004,iOS,BUILD_004,Jamaica,Asia/Dhaka,2024-11-19 01:00:00,2,0,0,1,6,1,0,1,3,0,0
CUST_002,APP_002,Windows,BUILD_000,Nauru,Europe/Riga,2024-11-19 06:00:00,5,0,0,0,1,0,0,0,4,0,0
CUST_001,APP_004,Windows,BUILD_012,Mayotte,Africa/Tripoli,2024-11-18 15:00:00,2,0,0,0,4,0,1,0,3,0,0
CUST_000,APP_007,iOS,BUILD_011,Nauru,Europe/Monaco,2024-11-18 12:00:00,6,0,0,0,6,0,0,0,2,0,0
CUST_001,APP_004,iOS,BUILD_001,Saint Pierre and Miquelon,Europe/Malta,2024-11-19 10:00:00,4,0,0,0,7,1,0,0,1,0,0
CUST_004,APP_005,Android,BUILD_000,Bermuda,Africa/Gaborone,2024-11-18 12:00:00,3,0,0,0,6,0,0,0,5,0,0
CUST_000,APP_001,iOS,BUILD_013,Anguilla,Africa/Casablanca,2024-11-18 18:00:00,5,0,0,0,3,0,0,0,0,0,0
CUST_000,APP_007,iOS,BUILD_005,Burundi,Asia/Dushanbe,2024-11-18 19:00:00,6,0,0,0,7,0,0,0,0,0,0
CUST_003,APP_001,Windows,BUILD_010,Saint Vincent and the Grenadines,America/Guatemala,2024-11-19 08:00:00,3,0,1,0,6,0,0,0,3,0,0
CUST_000,APP_002,Android,BUILD_001,Burundi,Asia/Dhaka,2024-11-19 03:00:00,4,0,0,0,5,0,1,0,4,0,0
CUST_004,APP_003,iOS,BUILD_010,Northern Mariana Islands,Africa/Gaborone,2024-11-18 20:00:00,8,0,0,0,7,0,0,0,2,0,0
CUST_001,APP_006,Windows,BUILD_012,Bosnia and Herzegovina,America/St_Vincent,2024-11-18 15:00:00,4,0,0,0,4,1,0,1,5,0,0
CUST_001,APP_008,iOS,BUILD_002,Antigua and Barbuda,Africa/Mogadishu,2024-11-19 02:00:00,10,0,0,0,7,0,0,0,1,0,0
CUST_003,APP_005,Windows,BUILD_014,Antarctica (the territory South of 60 deg S),Asia/Dushanbe,2024-11-19 05:00:00,4,0,0,0,1,0,0,0,0,0,0
CUST_004,APP_001,Windows,BUILD_011,Burundi,America/St_Vincent,2024-11-19 00:00:00,5,0,0,0,2,0,0,0,3,0,0
CUST_001,APP_006,Windows,BUILD_003,Bosnia and Herzegovina,Europe/Riga,2024-11-19 10:00:00,10,0,0,0,2,0,0,0,2,0,0
CUST_002,APP_000,Android,BUILD_008,Ecuador,America/Guatemala,2024-11-18 14:00:00,3,0,0,1,6,0,0,0,2,0,0
CUST_004,APP_004,Windows,BUILD_002,Nauru,Africa/Mogadishu,2024-11-19 05:00:00,4,0,0,0,8,0,0,0,1,0,0
CUST_004,APP_008,iOS,BUILD_008,Czech Republic,Asia/Kabul,2024-11-19 08:00:00,7,0,0,0,6,0,0,0,2,0,0
